Time,total_freq,BMW,DATSUN,FORD,HONDA,JAGUAR,MARUTI,NISSAN,TATA,TOYOTA
07-02-2016 15:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 15:55,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:00,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:05,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:10,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:15,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:20,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:25,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:30,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:35,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:40,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:45,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 16:55,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:00,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:05,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:10,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:15,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:20,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:25,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:30,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:35,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:40,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:45,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 17:55,0,0,0,0,0,0,0,0,0,0
07-02-2016 18:00,0,0,0,0,0,0,0,0,0,0
07-02-2016 18:05,0,0,0,0,0,0,0,0,0,0
07-02-2016 18:10,0,0,0,0,0,0,0,0,0,0
07-02-2016 18:15,18,1,0,0,8,0,0,0,0,0
07-02-2016 18:20,0,0,0,0,0,0,0,0,0,0
07-02-2016 18:25,17,0,1,0,13,0,0,0,0,0
07-02-2016 18:30,4,0,0,0,0,0,0,0,0,0
07-02-2016 18:35,17,0,0,0,4,0,0,0,0,1
07-02-2016 18:40,15,0,0,0,3,0,1,0,2,0
07-02-2016 18:45,9,0,0,0,0,1,0,0,0,0
07-02-2016 18:50,11,0,0,0,4,1,0,0,0,0
07-02-2016 18:55,108,0,0,0,8,1,0,0,0,2
07-02-2016 19:00,57,0,0,0,7,42,2,0,0,0
07-02-2016 19:05,11,0,0,0,4,0,0,0,0,0
07-02-2016 19:10,18,0,0,0,9,0,0,0,1,0
07-02-2016 19:15,6,0,0,0,1,0,0,0,0,3
07-02-2016 19:20,6,0,0,0,3,0,0,0,0,0
07-02-2016 19:25,17,0,0,0,1,0,0,9,0,0
07-02-2016 19:30,20,1,0,1,7,0,4,0,0,2
07-02-2016 19:35,17,1,0,0,4,4,0,1,0,0
07-02-2016 19:40,14,1,0,0,7,0,0,0,0,0
07-02-2016 19:45,12,0,0,0,3,0,0,1,0,0
07-02-2016 19:50,8,0,0,0,1,0,0,1,0,0
07-02-2016 19:55,16,0,0,5,0,0,0,1,0,0
07-02-2016 20:00,13,1,0,0,1,0,0,0,0,0
07-02-2016 20:05,5,0,0,0,1,0,0,0,0,0
07-02-2016 20:10,5,0,0,0,2,0,0,0,0,0
07-02-2016 20:15,7,0,0,1,0,0,0,0,0,0
07-02-2016 20:20,3,0,0,0,2,0,0,0,0,0
07-02-2016 20:25,8,1,0,0,0,1,0,1,0,0
07-02-2016 20:30,7,0,0,0,1,0,0,0,1,1
07-02-2016 20:35,2,0,0,0,0,0,0,1,0,0
07-02-2016 20:40,7,0,0,0,3,0,2,0,0,0
07-02-2016 20:45,3,0,0,0,0,1,1,0,0,0
07-02-2016 20:50,1,0,0,0,0,0,0,0,0,0
07-02-2016 20:55,4,0,0,0,1,0,0,0,0,0
07-02-2016 21:00,3,1,0,0,0,0,0,0,0,0
07-02-2016 21:05,2,0,0,0,0,0,0,0,0,0
07-02-2016 21:10,6,0,0,0,2,0,2,0,0,0
07-02-2016 21:15,5,0,0,0,1,0,1,0,0,0
07-02-2016 21:20,11,0,0,0,0,0,0,0,0,0
07-02-2016 21:25,3,0,0,0,1,0,0,0,0,0
07-02-2016 21:30,8,0,0,0,0,0,0,0,0,0
07-02-2016 21:35,2,0,0,0,1,0,0,0,0,0
07-02-2016 21:40,0,0,0,0,0,0,0,0,0,0
07-02-2016 21:45,0,0,0,0,0,0,0,0,0,0
07-02-2016 21:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 21:55,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:00,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:05,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:10,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:15,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:20,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:25,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:30,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:35,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:40,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:45,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 22:55,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:00,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:05,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:10,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:15,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:20,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:25,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:30,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:35,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:40,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:45,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:50,0,0,0,0,0,0,0,0,0,0
07-02-2016 23:55,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:00,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:05,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:10,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:15,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 00:45,1,0,0,0,0,0,0,0,0,0
08-02-2016 00:50,5,0,3,0,2,0,0,0,0,2
08-02-2016 00:55,2,0,0,0,0,1,0,0,0,3
08-02-2016 01:00,2,0,0,0,0,0,0,0,0,0
08-02-2016 01:05,3,0,0,0,1,0,0,0,0,0
08-02-2016 01:10,5,0,0,0,0,0,0,0,0,2
08-02-2016 01:15,4,0,0,0,0,0,0,0,0,0
08-02-2016 01:20,4,0,0,0,0,0,0,0,1,0
08-02-2016 01:25,1,0,0,0,0,0,0,0,0,0
08-02-2016 01:30,4,0,0,0,1,0,0,0,0,0
08-02-2016 01:35,8,0,0,0,3,0,0,0,0,4
08-02-2016 01:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 01:45,2,0,0,0,0,0,0,0,0,0
08-02-2016 01:50,9,2,0,0,2,0,0,0,0,0
08-02-2016 01:55,5,0,0,0,1,0,2,3,0,0
08-02-2016 02:00,4,0,0,0,0,0,0,0,0,0
08-02-2016 02:05,7,0,0,0,1,0,0,0,0,0
08-02-2016 02:10,11,0,0,0,3,0,2,0,0,0
08-02-2016 02:15,5,0,0,0,3,2,0,0,0,0
08-02-2016 02:20,7,0,0,0,0,0,0,0,0,0
08-02-2016 02:25,2,0,0,0,0,0,0,0,0,0
08-02-2016 02:30,4,0,0,0,2,0,0,0,0,0
08-02-2016 02:35,12,0,0,0,2,0,0,0,0,0
08-02-2016 02:40,11,0,0,0,1,0,0,0,0,2
08-02-2016 02:45,8,0,0,0,0,0,0,0,0,2
08-02-2016 02:50,11,0,0,0,1,0,0,3,0,0
08-02-2016 02:55,11,0,0,0,1,0,2,0,1,0
08-02-2016 03:00,10,0,0,0,5,0,0,0,0,0
08-02-2016 03:05,6,0,0,0,4,0,0,0,0,0
08-02-2016 03:10,8,0,0,0,3,0,0,0,0,0
08-02-2016 03:15,15,0,0,0,1,0,0,0,0,0
08-02-2016 03:20,35,0,0,0,9,1,0,0,0,0
08-02-2016 03:25,9,2,0,0,1,0,0,0,0,0
08-02-2016 03:30,10,0,0,0,4,0,1,0,0,3
08-02-2016 03:35,6,0,0,0,2,0,0,0,0,0
08-02-2016 03:40,11,0,0,0,1,0,1,0,0,0
08-02-2016 03:45,21,0,2,4,3,0,0,0,0,0
08-02-2016 03:50,10,0,0,0,0,1,1,3,1,0
08-02-2016 03:55,10,0,0,1,0,1,0,0,0,0
08-02-2016 04:00,11,0,0,1,2,0,0,0,0,2
08-02-2016 04:05,13,1,0,0,2,1,0,0,0,0
08-02-2016 04:10,14,0,0,0,2,0,0,0,0,0
08-02-2016 04:15,10,0,0,0,0,0,0,0,0,0
08-02-2016 04:20,10,0,0,4,0,0,0,0,1,0
08-02-2016 04:25,3,0,0,0,0,0,0,0,0,0
08-02-2016 04:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 04:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 04:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 04:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 04:50,0,0,0,0,0,0,0,0,0,0
08-02-2016 04:55,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:00,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:05,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:10,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:15,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:50,0,0,0,0,0,0,0,0,0,0
08-02-2016 05:55,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:00,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:05,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:10,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:15,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:50,0,0,0,0,0,0,0,0,0,0
08-02-2016 06:55,0,0,0,0,0,0,0,0,0,0
08-02-2016 07:00,38,0,1,0,4,0,2,6,5,2
08-02-2016 07:05,29,0,0,0,4,0,3,3,3,3
08-02-2016 07:10,56,1,4,3,5,0,2,16,0,3
08-02-2016 07:15,50,0,0,6,0,0,1,13,4,1
08-02-2016 07:20,43,0,0,1,1,0,1,27,0,7
08-02-2016 07:25,56,0,0,0,4,0,2,14,2,7
08-02-2016 07:30,62,3,0,3,4,0,2,18,6,7
08-02-2016 07:35,61,6,9,0,0,0,4,28,0,13
08-02-2016 07:40,51,0,1,3,2,0,0,21,4,2
08-02-2016 07:45,56,0,0,0,1,0,0,29,2,4
08-02-2016 07:50,67,0,0,0,1,0,0,76,0,0
08-02-2016 07:55,63,0,0,0,0,0,1,63,1,5
08-02-2016 08:00,65,0,0,0,1,0,2,55,1,2
08-02-2016 08:05,56,0,0,0,4,0,1,46,3,2
08-02-2016 08:10,72,1,1,0,2,1,8,30,2,11
08-02-2016 08:15,27,0,0,0,0,0,1,10,1,11
08-02-2016 08:20,33,0,0,0,2,1,0,5,1,0
08-02-2016 08:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 08:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 08:35,28,0,0,0,1,1,5,7,0,0
08-02-2016 08:40,42,0,0,0,0,0,2,26,0,8
08-02-2016 08:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 08:50,30,1,0,0,7,0,3,14,0,2
08-02-2016 08:55,104,1,0,0,47,1,5,41,0,3
08-02-2016 09:00,58,0,0,0,23,0,1,34,1,0
08-02-2016 09:05,38,2,0,0,9,0,3,4,3,5
08-02-2016 09:10,55,0,2,1,24,1,0,27,2,2
08-02-2016 09:15,141,0,0,0,154,0,1,28,5,6
08-02-2016 09:20,111,1,0,2,53,0,1,38,2,2
08-02-2016 09:25,56,0,0,1,41,0,1,11,2,6
08-02-2016 09:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 09:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 09:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 09:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 09:50,0,0,0,0,0,0,0,0,0,0
08-02-2016 09:55,115,2,0,1,10,0,1,80,0,8
08-02-2016 10:00,98,0,0,6,5,2,4,52,4,10
08-02-2016 10:05,93,0,0,3,8,0,0,55,2,2
08-02-2016 10:10,70,0,0,0,12,0,3,34,2,5
08-02-2016 10:15,83,1,0,2,11,0,2,38,1,2
08-02-2016 10:20,68,0,0,2,4,0,0,40,0,3
08-02-2016 10:25,71,0,4,0,1,0,1,46,0,3
08-02-2016 10:30,17,2,0,1,0,0,0,14,0,0
08-02-2016 10:35,17,1,0,2,1,0,0,2,0,2
08-02-2016 10:40,161,1,0,0,17,1,1,18,0,4
08-02-2016 10:45,56,2,0,1,5,2,1,5,1,0
08-02-2016 10:50,61,2,2,0,9,0,5,5,3,6
08-02-2016 10:55,175,4,0,0,3,0,3,6,1,153
08-02-2016 11:00,303,3,0,0,4,1,1,7,1,492
08-02-2016 11:05,134,6,0,1,5,0,2,13,3,72
08-02-2016 11:10,79,1,0,0,2,0,0,0,26,69
08-02-2016 11:15,108,1,0,1,4,1,25,13,0,15
08-02-2016 11:20,102,0,0,5,1,0,2,50,1,67
08-02-2016 11:25,162,0,0,0,0,1,0,73,0,30
08-02-2016 11:30,93,0,0,0,5,0,1,68,1,29
08-02-2016 11:35,124,0,0,1,1,0,0,88,5,17
08-02-2016 11:40,127,1,1,0,10,1,1,40,0,69
08-02-2016 11:45,123,0,1,0,44,0,1,40,0,3
08-02-2016 11:50,92,0,0,0,4,0,2,41,1,5
08-02-2016 11:55,98,0,0,6,1,1,1,92,10,4
08-02-2016 12:00,109,1,0,0,6,5,3,68,6,37
08-02-2016 12:05,132,0,0,0,5,1,2,72,2,43
08-02-2016 12:10,145,1,0,1,81,0,0,65,2,62
08-02-2016 12:15,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:40,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:45,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:50,0,0,0,0,0,0,0,0,0,0
08-02-2016 12:55,73,1,0,0,3,0,0,15,2,1
08-02-2016 13:00,49,1,0,0,1,0,0,55,2,4
08-02-2016 13:05,37,1,0,0,3,0,0,17,1,6
08-02-2016 13:10,66,6,17,0,6,2,3,35,0,1
08-02-2016 13:15,86,1,29,0,0,1,1,62,1,4
08-02-2016 13:20,103,3,50,5,7,0,2,47,1,3
08-02-2016 13:25,69,0,9,7,1,0,0,41,2,0
08-02-2016 13:30,65,3,19,8,1,0,0,44,5,0
08-02-2016 13:35,79,0,6,1,5,0,4,37,3,1
08-02-2016 13:40,89,0,4,11,3,0,2,52,1,6
08-02-2016 13:45,57,4,19,7,2,0,0,26,1,0
08-02-2016 13:50,42,0,12,5,1,0,0,14,1,0
08-02-2016 13:55,13,0,4,0,0,1,0,11,0,0
08-02-2016 14:00,21,0,17,2,3,1,0,10,0,0
08-02-2016 14:05,38,0,17,2,6,1,3,8,0,1
08-02-2016 14:10,27,0,14,1,1,0,0,9,0,1
08-02-2016 14:15,18,0,21,0,0,0,0,9,2,0
08-02-2016 14:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 14:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 14:30,40,1,10,4,2,0,0,9,3,0
08-02-2016 14:35,40,0,5,2,0,0,2,17,1,1
08-02-2016 14:40,38,0,18,2,0,0,0,17,2,0
08-02-2016 14:45,34,0,17,2,0,0,0,6,1,0
08-02-2016 14:50,29,0,14,4,0,1,1,4,1,7
08-02-2016 14:55,44,2,26,0,2,1,0,9,0,0
08-02-2016 15:00,34,0,18,3,0,1,1,6,2,0
08-02-2016 15:05,25,0,13,1,2,0,1,10,0,0
08-02-2016 15:10,28,0,15,1,1,0,0,10,0,2
08-02-2016 15:15,31,0,22,0,2,1,0,7,0,5
08-02-2016 15:20,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:25,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:30,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:35,0,0,0,0,0,0,0,0,0,0
08-02-2016 15:40,3,0,3,0,0,2,0,0,0,0
08-02-2016 15:45,16,2,0,0,1,0,0,0,0,0
08-02-2016 15:50,38,4,0,4,1,0,2,7,6,8
08-02-2016 15:55,10,0,2,0,1,0,1,0,0,7
08-02-2016 16:00,13,1,0,0,0,2,0,0,0,6
08-02-2016 16:05,9,0,0,1,0,0,0,0,1,2
08-02-2016 16:10,0,0,0,0,0,0,0,0,0,0
08-02-2016 16:15,6,0,0,0,2,0,0,2,0,0
08-02-2016 16:20,11,0,0,0,0,0,0,3,2,0
08-02-2016 16:25,2,0,0,0,0,0,0,0,0,0
08-02-2016 16:30,13,1,0,1,1,1,0,0,1,1
08-02-2016 16:35,11,1,0,0,0,0,0,2,5,0
08-02-2016 16:40,30,1,2,0,2,1,0,4,2,1
08-02-2016 16:45,17,0,7,0,1,0,1,11,0,1
08-02-2016 16:50,22,0,15,0,0,0,2,12,4,0
08-02-2016 16:55,15,0,7,2,0,0,2,6,2,0
08-02-2016 17:00,0,0,0,0,0,0,0,0,0,0
08-02-2016 17:05,28,0,13,0,2,0,1,18,1,0
08-02-2016 17:10,11,0,0,0,2,1,0,0,0,0
08-02-2016 17:15,12,1,11,3,2,1,0,0,0,0
08-02-2016 17:20,9,,,,,,,,,
08-02-2016 17:25,20,,,,,,,,,
